ID,Nombre_Punto,Latitud,Longitud,Departamento,Region,Tipo_Infraestructura,Elevacion_msnm,Temperatura_C,Humedad_Pct,Presion_hPa,Demanda_Energia,Nivel_CO2,Indice_Vulnerabilidad,Ranking_Conectividad
ST_110,Sensor_Atlantico_10,11.00853877467402,-74.30567750473357,Atlantico,Caribe,Estación Monitoreo,1388.632490376149,27.71265675420161,76.89632694461191,989.0223816849912,60.868373795853046,400.69224055412917,0.006952130531190703,72
ST_111,Sensor_Nariño_11,1.3405276360899445,-77.47775822579015,Nariño,Pacifica,Estación Monitoreo,2526.633415074498,28.622936744144415,77.95636309425713,1009.4886401860648,67.24462222686557,396.06537013360855,0.7030189588951778,62
ST_112,Sensor_Atlantico_12,11.368936756108283,-75.31730223473342,Atlantico,Caribe,Estación Monitoreo,1380.4299166245546,28.56206373915402,77.42154359563185,989.9402362337786,65.23377528624665,399.95982532929503,0.6343513447013638,2
ST_113,Sensor_Cundinamarca_13,4.479309934177893,-73.50858859274248,Cundinamarca,Andina,Estación Monitoreo,2122.722870370398,30.387514886858707,77.5037398650672,999.4944428576706,67.32399899110978,397.32629787441545,0.6335297107608947,11
ST_114,Sensor_Cauca_14,2.1932837588983367,-76.14841869582902,Cauca,Pacifica,Estación Monitoreo,1033.687254827558,31.56110225356306,77.04402257696053,1008.6591542109039,54.872066518955386,401.4381734652582,0.17436642900499144,33
ST_115,Sensor_Meta_15,3.5285632316623463,-74.01162664616812,Meta,Orinoquia,Estación Monitoreo,2590.259619370603,29.65288834983487,76.26081181221576,999.7885519545055,53.95969983421799,402.76428550856485,0.5296505783560065,2
ST_116,Sensor_Nariño_16,0.489979276158101,-76.68463637194318,Nariño,Pacifica,Estación Monitoreo,1725.104599680945,31.29513284467954,72.19984187484421,1015.1082456752395,57.25283685345215,400.61257653899776,0.009197051616629648,89
ST_117,Sensor_Santander_17,7.53370071628832,-73.61269089856285,Santander,Andina,Estación Monitoreo,2207.9808672848626,28.822707695456213,67.4407491307549,993.9167102423602,55.086537317281476,399.4033533874682,0.1788227092213288,8
ST_118,Sensor_Antioquia_18,6.459059260977793,-76.50326402289282,Antioquia,Andina,Estación Monitoreo,2066.509389208286,32.01182146679943,72.72614866632772,1002.7799274859628,51.3589306790374,400.15711310506055,0.906098787718554,27
ST_119,Sensor_Nariño_19,1.4166770438118226,-76.59778327633984,Nariño,Pacifica,Estación Monitoreo,2585.8313280730868,30.635029780678543,70.88742340997695,1012.6846312331004,76.15684805130357,400.1276264036663,0.768554014306309,17
ST_120,Sensor_Nariño_20,1.1479338055591701,-76.90982959102614,Nariño,Pacifica,Estación Monitoreo,2194.9541658884095,28.64051203591215,72.36014570717002,1015.9319882306133,63.425341343131656,398.347906761577,0.5568012624583502,95
ST_121,Sensor_Valle del Cauca_21,3.193517341182189,-76.97192871810057,Valle del Cauca,Pacifica,Estación Monitoreo,1843.1685919663084,28.785818772434265,70.06783839472654,1000.8981138284825,69.22045225001318,401.3315690527364,0.697015740995268,43
ST_122,Sensor_Meta_22,4.59256097997828,-73.92195218624227,Meta,Orinoquia,Estación Monitoreo,131.99818070243202,28.389413158066752,69.58633741047176,1003.9345371123727,73.39161142185228,403.09471265666707,0.6499639307777652,16
ST_123,Sensor_Valle del Cauca_23,3.453653186370316,-77.10628268583001,Valle del Cauca,Pacifica,Estación Monitoreo,1536.166477479428,25.956283728560027,68.49979441390182,1001.8130490381125,69.67563936247119,399.1606745162999,0.5426446347075766,22
ST_124,Sensor_Nariño_24,1.3872097925598312,-78.22015629422629,Nariño,Pacifica,Estación Monitoreo,1887.8374676789201,27.721023807483924,66.22526615495956,1016.2775735805635,69.16711234925567,399.49095688181905,0.6995122107671938,40
ST_125,Sensor_Santander_25,6.464391943431909,-73.17359723758057,Santander,Andina,Estación Monitoreo,1790.0997419899527,25.49850415528644,69.4924108364243,997.901508118086,65.51502448674354,399.0934461720717,0.08087296661719767,9
ST_126,Sensor_Antioquia_26,6.082876454424817,-75.7189234532553,Antioquia,Andina,Estación Monitoreo,644.1005727030094,25.472780750651758,62.12552195814269,1005.5611555415882,74.00112739126745,401.0145925309208,0.6117207462343522,67
ST_127,Sensor_Cauca_27,3.265675493239745,-76.95000216705897,Cauca,Pacifica,Estación Monitoreo,124.95320291228768,24.010392957471026,63.81882399117919,1003.4487694160317,62.709025214298244,402.4635925088828,0.4646738129396114,23
ST_128,Sensor_Nariño_28,0.9899777566515081,-77.21462971135695,Nariño,Pacifica,Estación Monitoreo,68.92940740821672,24.791154790625164,60.527618555645944,1016.8358632474718,62.67649806254436,398.31698269790405,0.07056874740042984,2
ST_129,Sensor_Cauca_29,2.671051737131635,-76.02378210880387,Cauca,Pacifica,Estación Monitoreo,1003.866858282013,22.923893303100154,63.90826674127598,1016.7026806708376,60.426965094371894,399.74807547566456,0.8206394757439553,12
ST_130,Sensor_Antioquia_30,5.677525739964299,-75.26434194153602,Antioquia,Andina,Estación Monitoreo,2196.675808520582,20.52812142211914,60.015987936561096,999.5524041140192,55.03121608107056,397.2125491946162,0.6557226353807422,93
ST_131,Sensor_Cundinamarca_31,5.158446720100839,-74.69911542557418,Cundinamarca,Andina,Estación Monitoreo,2089.0504190006063,19.591155296681833,64.31845672753336,1002.4826808729333,54.30896561461894,399.94221652454394,0.039186326675646255,89
ST_132,Sensor_Antioquia_32,5.141619472758546,-74.86521683069252,Antioquia,Andina,Estación Monitoreo,2231.8731547918305,21.286682463539716,62.79204361871205,999.6405349756355,54.24498143276381,401.3042820678733,0.8671166072097221,96
ST_133,Sensor_Antioquia_33,5.486273687082795,-74.98781423226266,Antioquia,Andina,Estación Monitoreo,2328.360394090121,19.28040771735598,57.16386648478902,995.3174161055676,54.60096156536011,406.8379702521752,0.38961808621920346,13
ST_134,Sensor_Antioquia_34,6.044354704670093,-75.06798822771846,Antioquia,Andina,Estación Monitoreo,2058.105513687206,17.54815706417404,57.95838214241576,994.1997264581099,43.06178939045561,402.58708356338303,0.21272789502422895,53
ST_135,Sensor_Antioquia_35,7.321602594056944,-74.65316671206055,Antioquia,Andina,Estación Monitoreo,2136.836154154926,16.896750618221326,56.61522406097348,998.7704469908884,61.8476432952886,402.716964640282,0.22257641757103053,9
ST_136,Sensor_Cundinamarca_36,4.622175278749533,-74.66806373899453,Cundinamarca,Andina,Estación Monitoreo,2020.5819814113356,16.020302468332858,52.53244479406681,1005.2050635001866,64.93723249523899,396.8734295055765,0.7081811955831998,19
ST_137,Sensor_Nariño_37,1.7447389760204346,-77.78967073362004,Nariño,Pacifica,Estación Monitoreo,308.926582296987,15.533596777489578,53.03952747281554,1000.1316288551394,65.10315467219414,397.3860513490823,0.5714730252050106,20
ST_138,Sensor_Santander_38,7.3873463971118145,-72.75341331762783,Santander,Andina,Estación Monitoreo,31.601634193522486,12.777199302025679,55.05735234532512,995.4790162980711,57.062426630236985,400.49482589551275,0.436335831606556,58
ST_139,Sensor_Cauca_39,2.0179461337956264,-77.55837361009146,Cauca,Pacifica,Estación Monitoreo,1808.9465913600047,13.721431733989403,52.2602417945632,1010.389984355657,67.61126820104138,400.8244129557861,0.16621543190925292,49
ST_140,Sensor_Meta_40,4.858377336274776,-73.97084998850391,Meta,Orinoquia,Estación Monitoreo,1517.5058908122674,12.288691788203638,50.47585390655798,1001.7423555610766,66.10001760008372,401.32544862728224,0.3882683839898722,60
ST_141,Sensor_Atlantico_41,10.439574923360052,-75.4528051377513,Atlantico,Caribe,Estación Monitoreo,346.28132558174923,11.046023427774184,49.788759317335185,991.8734523893639,65.58800008760804,397.20877798194476,0.6027818820232985,29
ST_142,Sensor_Valle del Cauca_42,3.8209815082647327,-75.79167068728519,Valle del Cauca,Pacifica,Estación Monitoreo,2155.8269738369377,11.984485229226538,49.63847902011793,1004.989981404511,65.68087221682956,401.01095504884637,0.3808908566310215,86
ST_143,Sensor_Antioquia_43,5.70132706571667,-75.6172699226263,Antioquia,Andina,Estación Monitoreo,1968.4111253103854,12.076156944478914,45.86399137280585,998.6004707537978,64.71416045607319,400.5239611875295,0.7689874151805105,37
ST_144,Sensor_Valle del Cauca_44,3.29348814589178,-77.32956173626874,Valle del Cauca,Pacifica,Estación Monitoreo,1238.1478116514368,9.115389145562983,49.300961274843495,1011.7152577787688,69.40519884242615,398.7842138421686,0.6715731955927996,34
ST_145,Sensor_Valle del Cauca_45,3.298067782284537,-75.9403514079681,Valle del Cauca,Pacifica,Estación Monitoreo,1093.3930245291951,10.29221730475914,51.55802339530919,1015.180568647647,56.997548962439765,402.3931419019087,0.13401522845064073,47
ST_146,Sensor_Santander_46,7.85452258694224,-72.68108741575995,Santander,Andina,Estación Monitoreo,1172.3671632818714,9.629439636893508,45.98986229715472,988.6365893072876,61.679492241914005,402.2321271204923,0.34825546702330035,38
ST_147,Sensor_Meta_47,4.071461089479073,-72.80569222721437,Meta,Orinoquia,Estación Monitoreo,543.7400568041369,8.6206659661441,42.53897358581861,1004.5793393265587,52.415835753763695,400.40461050381185,0.4926180939928696,77
ST_148,Sensor_Valle del Cauca_48,3.3885443467242724,-76.56765182737756,Valle del Cauca,Pacifica,Estación Monitoreo,106.25840229284505,8.93710200679448,46.22747223902167,1009.9597514646105,52.033074084304374,404.59018521724295,0.17231987120162984,51
ST_149,Sensor_Santander_49,6.950319996233171,-73.76014556411764,Santander,Andina,Estación Monitoreo,1308.884904222628,8.873870548014676,44.69706005732616,996.6561595805932,46.60029878578886,401.515882501583,0.8942172628959257,49
ST_150,Sensor_Santander_50,6.797380908223222,-73.256804871752,Santander,Andina,Estación Monitoreo,1259.7597614966555,12.375010220363516,43.58268434735428,993.2749731625631,61.08874855341431,400.8562568515221,0.5365906459873325,56
ST_151,Sensor_Cundinamarca_51,4.617817729925227,-73.98395480968368,Cundinamarca,Andina,Estación Monitoreo,1163.272153740982,12.338965899243485,42.89309068708157,1004.40153657349,68.33173906858157,401.452073662836,0.7496162320085874,18
ST_152,Sensor_Valle del Cauca_52,3.0143765594425354,-76.64337471364911,Valle del Cauca,Pacifica,Estación Monitoreo,1543.3403792405265,10.39436690229403,44.01457413156326,1012.9192457875387,67.67321017519485,400.67053189185833,0.23321641154980122,13
ST_153,Sensor_Atlantico_53,10.522495666270963,-74.11845059094614,Atlantico,Caribe,Estación Monitoreo,984.8088274733523,10.36966850957723,47.51500598665515,988.8349250230152,70.46331127288612,403.8238980207743,0.5865354346607591,83
ST_154,Sensor_Santander_54,7.807865967964283,-73.77482464500595,Santander,Andina,Estación Monitoreo,2212.1255463739803,10.358577544171773,43.801126315779726,997.5227227221525,70.2555519940156,399.81715432114606,0.15285913918433203,4
ST_155,Sensor_Nariño_55,1.0907533163079708,-77.69429188550937,Nariño,Pacifica,Estación Monitoreo,2535.1746236573704,12.399427544964237,36.5084333840263,1014.2417043751599,71.95107047592978,400.3801823350083,0.8655071258939803,6
ST_156,Sensor_Nariño_56,1.4604585938121903,-77.76877762239927,Nariño,Pacifica,Estación Monitoreo,518.7180110796314,13.786665926706009,42.65832743337042,1001.7320564067688,72.30035554492602,399.2347524821083,0.3236792364042437,19
ST_157,Sensor_Atlantico_57,11.24529933429658,-75.01930963847151,Atlantico,Caribe,Estación Monitoreo,134.74119573830995,14.186428174701806,37.79567418259821,994.4980829043,62.69086187034411,401.1054853314065,0.4811401018548175,3
ST_158,Sensor_Cundinamarca_58,5.63352200087569,-75.05246964518537,Cundinamarca,Andina,Estación Monitoreo,907.0574930117878,13.95376265484889,41.04016162547447,998.8200514200739,67.76110406853255,400.43665192688513,0.6061018810558386,35
ST_159,Sensor_Antioquia_59,5.738090740255473,-75.33424202899052,Antioquia,Andina,Estación Monitoreo,2188.754819571507,16.90503595340196,41.733879214979815,1000.8011980927196,67.21100645432601,400.2115846810086,0.7215965507512772,60
ST_160,Sensor_Cauca_60,2.705958446109423,-76.26182443667376,Cauca,Pacifica,Estación Monitoreo,1020.357279298852,17.72196974658843,41.151137350889435,1004.7193141062403,57.32773698715593,402.08472983251824,0.3161965822964946,42
ST_161,Sensor_Cauca_61,2.561728255349944,-75.7238110065112,Cauca,Pacifica,Estación Monitoreo,2338.893890513878,17.78000156710209,40.584214493714065,1011.9052199869308,45.53282707723769,403.63160643622905,0.5774862709061257,17
ST_162,Sensor_Meta_62,3.7664460555298684,-73.59254035067387,Meta,Orinoquia,Estación Monitoreo,1288.1014286503107,19.411121115892833,36.95633950815991,996.1303487570948,49.48812657418894,402.45234253120924,0.16673075999338316,29
ST_163,Sensor_Nariño_63,1.7551814558468228,-77.18906687247075,Nariño,Pacifica,Estación Monitoreo,1856.5666137813969,20.41635959114383,39.08198503149268,1005.2404152409824,54.82414002714396,398.9178323481823,0.03353243473577938,86
ST_164,Sensor_Santander_64,6.936236633113523,-72.70543065770737,Santander,Andina,Estación Monitoreo,1411.08355270375,22.452467012354532,39.14482936761365,996.9904870215255,51.86696763529575,402.56770063743073,0.6411476328852973,36
ST_165,Sensor_Valle del Cauca_65,3.936778723760062,-75.9390129756891,Valle del Cauca,Pacifica,Estación Monitoreo,2370.8162629917083,22.509371726239504,39.89346143719984,1006.7585593778334,56.36861956717241,397.7455919130582,0.2879296164757261,12
ST_166,Sensor_Cauca_66,3.662875989808413,-76.54538940901239,Cauca,Pacifica,Estación Monitoreo,1102.7397453862036,23.22480842973867,41.70193784962009,1008.0792941790668,62.96089041554011,399.0790510891094,0.5762883601668132,9
ST_167,Sensor_Santander_67,7.345734178567998,-73.43370944218874,Santander,Andina,Estación Monitoreo,1037.4070300623387,23.55310996323474,41.27044525609829,996.3620906842265,58.63279583136192,398.47128835033584,0.22739562087711263,15
ST_168,Sensor_Antioquia_68,5.851748520671206,-75.22961238413893,Antioquia,Andina,Estación Monitoreo,85.4013426329397,25.41645237159839,43.30171339059232,1000.2464194667821,62.445537360700364,397.56850004825674,0.9184547249393011,43
ST_169,Sensor_Valle del Cauca_69,2.05768217760895,-76.65287153204298,Valle del Cauca,Pacifica,Estación Monitoreo,572.2527566108523,25.51167407413433,35.54986242223076,1008.613161312193,67.71924073783872,402.0824127296268,0.5805883502780435,22
ST_170,Sensor_Cundinamarca_70,4.091403914727304,-73.82166534567594,Cundinamarca,Andina,Estación Monitoreo,2334.941152545856,25.770755416362622,40.941794938084676,1004.8206877583312,70.60342701866425,399.3448675745326,0.7499604703991778,56
ST_171,Sensor_Cauca_71,2.5146432817362387,-75.48175799228623,Cauca,Pacifica,Estación Monitoreo,1389.585317268842,26.716105242918665,43.8171209342138,1005.9978018453445,61.70685445708443,402.1118845228921,0.7140591997898282,66
ST_172,Sensor_Antioquia_72,6.873042596248815,-76.59669511620407,Antioquia,Andina,Estación Monitoreo,2183.4510345870835,27.593991044411183,41.32194994132548,992.2163563339133,65.42407209303116,398.49884830906836,0.02538635566034486,92
ST_173,Sensor_Meta_73,5.016135221711811,-73.66461058779684,Meta,Orinoquia,Estación Monitoreo,1447.476120436752,28.534349840812805,41.120641839402175,999.3261538068369,68.38955233099675,400.4693097080256,0.1785446620543336,97
ST_174,Sensor_Cauca_74,2.3198373009209323,-76.7974104037748,Cauca,Pacifica,Estación Monitoreo,226.00503887090824,29.698040926319763,43.92652598876392,1006.5554945690627,71.56169036432756,398.5778733448002,0.29314773026101326,48
ST_175,Sensor_Cundinamarca_75,4.907967803472132,-74.91488958603419,Cundinamarca,Andina,Estación Monitoreo,897.4995766913165,31.14468670201011,41.10581039131054,999.1025373477815,69.58458934455314,397.24378590612355,0.26806364082287626,5
ST_176,Sensor_Cauca_76,1.399035296058139,-75.76177181585498,Cauca,Pacifica,Estación Monitoreo,1105.555111620007,29.890214187517483,43.98721953797087,1007.477333973839,61.72365434883635,400.6847305951503,0.8945522268940914,96
ST_177,Sensor_Valle del Cauca_77,4.001650941008261,-75.67928537823691,Valle del Cauca,Pacifica,Estación Monitoreo,1366.7944739869831,29.969381821631742,43.2234136669228,1013.1005382353198,59.14931618351567,398.3696600071968,0.4217039345532818,26
ST_178,Sensor_Santander_78,7.661512633388892,-72.54428731276764,Santander,Andina,Estación Monitoreo,536.6953065775683,30.106080679740842,48.10553781549648,997.6357918979119,58.95086118204167,400.48260715177554,0.4974648939798906,76
ST_179,Sensor_Cundinamarca_79,4.26037904164328,-74.2921077826059,Cundinamarca,Andina,Estación Monitoreo,2377.4710594048956,29.34320405657472,48.00973046039898,999.8965127928362,55.39625025690775,398.1245110584234,0.4942738501382714,10
ST_180,Sensor_Cundinamarca_80,5.301948770599141,-74.32775366823473,Cundinamarca,Andina,Estación Monitoreo,2468.1976723501907,28.03879666207451,44.94796146757828,1003.1321416056497,54.64535897244561,402.4488307765149,0.7215328611219056,99
ST_181,Sensor_Meta_81,4.077693109328265,-73.37334104955956,Meta,Orinoquia,Estación Monitoreo,1620.664632352976,29.883734232145738,45.983236909126084,1008.3461631783885,56.570250596780454,401.05401962929074,0.49636624720123634,98
ST_182,Sensor_Cundinamarca_82,4.5825057547515184,-73.19459968218224,Cundinamarca,Andina,Estación Monitoreo,268.0437396357367,28.780338509009965,52.12841818532848,1007.3737481677744,59.94979976748761,402.084815478111,0.2721451372299627,98
ST_183,Sensor_Santander_83,7.596277224813365,-73.77967394456871,Santander,Andina,Estación Monitoreo,2207.9086940698303,28.795473118554256,51.46496223531031,998.4054738948086,69.65053415925382,402.06732391941983,0.6587833667107174,80
ST_184,Sensor_Antioquia_84,6.3835251926742265,-75.19277359627485,Antioquia,Andina,Estación Monitoreo,1813.2926948417837,28.26267376505019,50.43889144219202,998.6812215348717,68.32976478160273,398.3380073380363,0.31285485650558753,79
ST_185,Sensor_Antioquia_85,7.55298873347976,-75.6563898936193,Antioquia,Andina,Estación Monitoreo,1550.3016840533378,27.83083441026817,53.791963750161926,996.0968361629159,76.01111674850841,395.4250190163041,0.6445466506258222,14
ST_186,Sensor_Valle del Cauca_86,3.0221126252937145,-75.15906082986504,Valle del Cauca,Pacifica,Estación Monitoreo,828.7565076233818,27.42362883626872,54.0106486305112,996.5556869451781,63.5172969003821,403.52771923952145,0.5384014903807876,86
ST_187,Sensor_Cundinamarca_87,4.758907532814568,-75.40362643994875,Cundinamarca,Andina,Estación Monitoreo,1375.2365484707511,27.359235067457647,52.47361090228947,1008.4614725779633,71.13399490158179,400.83023677942225,0.0002375235758845795,13
ST_188,Sensor_Cauca_88,3.738852321617192,-76.93518547203502,Cauca,Pacifica,Estación Monitoreo,922.017609866019,25.171462923292573,50.810852851254324,1004.1907087141522,65.65421531015141,404.35545885748894,0.003346362042979223,45
ST_189,Sensor_Nariño_89,1.2942380797074922,-77.05271825885018,Nariño,Pacifica,Estación Monitoreo,2469.899078270586,25.754246835228006,51.62960095245567,1013.594681262649,66.11869549812994,399.12368550980705,0.12443755729685635,59
ST_190,Sensor_Santander_90,7.391539436986286,-73.88626367095867,Santander,Andina,Estación Monitoreo,122.05792858431381,24.95272761012685,56.199309387840536,997.4709753272338,61.72267787817851,399.9472445980612,0.8306425177506246,74
ST_191,Sensor_Antioquia_91,6.548653020732654,-75.87157026321239,Antioquia,Andina,Estación Monitoreo,2333.33398492013,22.635506504333268,55.491701418313234,1005.8477766140724,69.19917768807495,399.7685074125011,0.6960206180537922,88
ST_192,Sensor_Valle del Cauca_92,3.0973946318351095,-76.88181003146322,Valle del Cauca,Pacifica,Estación Monitoreo,115.3793251864156,24.586275506035186,59.63262606443219,1002.604660343413,59.51480157862364,400.1949299498013,0.12951492128280417,9
ST_193,Sensor_Cundinamarca_93,4.891900188078145,-73.93706730463755,Cundinamarca,Andina,Estación Monitoreo,1808.8571614093505,21.579001025057643,60.07011825320583,1013.2672223176755,54.05473709726217,399.3334055109231,0.372688517012314,72
ST_194,Sensor_Cauca_94,2.0195456009760724,-76.61413903727502,Cauca,Pacifica,Estación Monitoreo,1413.825160793238,20.942515285380118,57.630573139073995,991.5568646542474,46.63959660684979,403.3512561559057,0.34780920790219305,98
ST_195,Sensor_Santander_95,7.2815675255084376,-72.82803590733702,Santander,Andina,Estación Monitoreo,275.1686439543184,18.88919670459485,61.933352719144146,1003.9803828518977,57.09995509924587,401.9645480622146,0.6974714616692836,42
ST_196,Sensor_Valle del Cauca_96,3.1254043375481606,-76.28971894629463,Valle del Cauca,Pacifica,Estación Monitoreo,502.14544792696194,17.886408819172907,60.08286169423039,1003.3014897195019,59.34107616420554,401.79650510957197,0.5074677337608362,39
ST_197,Sensor_Santander_97,7.310206014619219,-73.02445046599006,Santander,Andina,Estación Monitoreo,736.6916654905122,17.328830284046724,60.02382996005831,1002.1108558008976,63.688736208859304,405.29650944661097,0.7798453951511436,70
ST_198,Sensor_Meta_98,4.409011177398422,-73.59602297485846,Meta,Orinoquia,Estación Monitoreo,1842.2872119668364,17.544190651587183,60.847258892324284,1005.0597067946557,65.68183414324984,400.6072552112738,0.7081720886452816,22
ST_199,Sensor_Nariño_99,1.007667088346477,-76.68247668553758,Nariño,Pacifica,Estación Monitoreo,413.23953651956697,13.901454157463013,63.58978516454585,1012.8707251986297,74.1010948963138,400.858499477854,0.6832953766065052,26
ST_200,Sensor_Cundinamarca_100,3.9850653108795924,-74.16887016074371,Cundinamarca,Andina,Estación Monitoreo,2229.1362394404964,15.208425225827265,67.64786150777778,1010.639135325375,74.81162413801361,400.55517444308884,0.9436159201675989,80
ST_201,Sensor_Atlantico_101,10.38652068563328,-75.55276258546238,Atlantico,Caribe,Estación Monitoreo,2257.1193150753807,13.057385441189936,66.53350637202408,993.4436558753468,68.31023006605785,401.71411079302857,0.2131047040250833,64
ST_202,Sensor_Cauca_102,2.9152513776413125,-76.78148791415131,Cauca,Pacifica,Estación Monitoreo,1628.17283624168,13.506754934676067,67.50170508590986,1008.5178440317027,68.84557582487147,402.43543108249924,0.8447832281168877,71
ST_203,Sensor_Cauca_103,2.8012700401450386,-76.35308240346723,Cauca,Pacifica,Estación Monitoreo,166.94323639534863,12.06633159394514,71.75176185268384,1014.9026541197322,71.50566756650579,397.8705538585764,0.22554014244373544,60
ST_204,Sensor_Nariño_104,1.6553690418874452,-78.13889681188081,Nariño,Pacifica,Estación Monitoreo,758.3227046441884,12.018194243142021,69.28861755881553,1009.0942720375706,62.68642146664195,399.1659559912002,0.9746998518706899,38
ST_205,Sensor_Santander_105,7.919401012510299,-72.99100150393997,Santander,Andina,Estación Monitoreo,1607.2049092271097,11.672159110064362,69.00050101695777,999.344767809431,67.54692316534103,399.2264110224973,0.01836763694054,54
ST_206,Sensor_Atlantico_106,11.551707124769594,-75.12035362412857,Atlantico,Caribe,Estación Monitoreo,271.87638486944064,11.79538698855916,71.27065820097074,982.9697264221121,58.68662689138809,402.89860573941553,0.041183495279271676,44
ST_207,Sensor_Valle del Cauca_107,3.726262042629193,-75.67915189573327,Valle del Cauca,Pacifica,Estación Monitoreo,1718.1323075780517,11.816794838170395,68.83805350835244,1009.8531142595347,67.47228732847172,402.18871841745664,0.612257985881158,7
ST_208,Sensor_Cauca_108,3.098697032817163,-76.51120019765379,Cauca,Pacifica,Estación Monitoreo,2537.2496651297415,12.26589857196035,71.31548188267357,1015.482424950192,58.61456375041204,399.7771639927711,0.8717835665922017,19
ST_209,Sensor_Atlantico_109,10.71805708297284,-74.50440303971602,Atlantico,Caribe,Estación Monitoreo,1690.846784502036,10.420888722554944,72.32444870189799,991.154632176614,47.24362846503318,403.48688990566336,0.5424786357193675,59
ST_210,Sensor_Cundinamarca_110,3.9151509101574664,-74.31708715821495,Cundinamarca,Andina,Estación Monitoreo,899.4309806221036,8.65541250924903,73.43305422471842,1003.4865845430793,51.935799568776645,400.91648135200103,0.8462452920190493,37
ST_211,Sensor_Atlantico_111,11.211394860520379,-74.77570161164084,Atlantico,Caribe,Estación Monitoreo,1554.0812696652472,11.63470670531093,76.76551574140261,1005.3082744122754,52.099452187244154,401.26323221091695,0.39551516984901525,66
ST_212,Sensor_Atlantico_112,10.14352385972901,-75.07638421227426,Atlantico,Caribe,Estación Monitoreo,1053.8064760229329,11.008720950252798,75.86986677905836,995.3772517446093,51.68207249346238,403.8736069857579,0.1315676851272598,8
ST_213,Sensor_Nariño_113,1.5985080478786444,-77.55515257692271,Nariño,Pacifica,Estación Monitoreo,1722.815325421633,9.788184133041058,76.07182796331142,1015.6666290005396,64.15651387516344,400.38877133582776,0.4453052550026655,89
ST_214,Sensor_Meta_114,3.958779529298434,-74.17983494731308,Meta,Orinoquia,Estación Monitoreo,1149.2633718354296,9.512033267632338,79.01590927154022,1002.7439349348437,66.20241452953847,401.0461588422416,0.23605046334646396,67
ST_215,Sensor_Cauca_115,2.678520413611561,-77.65757876133999,Cauca,Pacifica,Estación Monitoreo,934.0519445822384,11.499652145361917,76.70534745806997,1013.811393779657,70.16902913603839,398.36600732562397,0.7067772168854458,64
ST_216,Sensor_Atlantico_116,10.79918247439131,-73.75162600821959,Atlantico,Caribe,Estación Monitoreo,319.72410217702947,12.153649502544466,78.57047363320852,996.5530523213765,69.89814409902334,400.6419157083586,0.2697496115169896,2
ST_217,Sensor_Santander_117,7.011825075457511,-73.18545798638488,Santander,Andina,Estación Monitoreo,1247.7324121393904,11.345209296277535,77.7726768076035,1001.2183013171642,66.79449348137899,401.18858350506184,0.14834320096208886,53
